,imageid,labels,scores
82,1894636379154747163,"['Tortoise', 'Turtle', 'Reptile', 'Galápagos tortoise', 'Common snapping turtle', 'Snout', 'Chelonoidis', 'Terrestrial animal', 'Organism', 'Sea turtle']","[0.9853706955909729, 0.9677400588989258, 0.9504966139793396, 0.8851892352104187, 0.874571681022644, 0.7840312123298645, 0.7803279161453247, 0.7443860769271851, 0.7151590585708618, 0.7145419716835022]"
83,1894711653371616985,"['Wildlife', 'Black-and-white', 'Tree', 'Organism', 'Dinosaur', 'Terrestrial animal', 'Adaptation', 'Felidae', 'Big cats', 'Monochrome']","[0.8313217759132385, 0.8265277147293091, 0.7989127039909363, 0.7941054701805115, 0.7910410761833191, 0.7443860769271851, 0.7408301830291748, 0.7386961579322815, 0.7138397097587585, 0.7022971510887146]"
84,1894788949512270894,"['Sculpture', 'Statue', 'Sky', 'Art', 'Monument', 'Cloud', 'Rock', 'Tree', 'Adaptation', 'Landscape']","[0.9513020515441895, 0.948451578617096, 0.9014298319816589, 0.8373446464538574, 0.7835369110107422, 0.742751955986023, 0.6981205940246582, 0.6869218349456787, 0.6696612238883972, 0.6504039168357849]"
85,1894862716758255809,"['Wildlife', 'Working animal', 'Umbrella', 'Tree', 'Adaptation', 'Indian elephant', 'Rural area', 'Road', 'African elephant', 'Elephants and Mammoths']","[0.894336462020874, 0.8689098954200745, 0.7787837982177734, 0.7469744682312012, 0.7408301830291748, 0.6851959228515625, 0.673613429069519, 0.6542643904685974, 0.6318748593330383, 0.5514147281646729]"
86,1894938926406292769,"['Wildlife', 'Felidae', 'Terrestrial animal', 'Big cats', 'Wilderness', 'Sky', 'Lion', 'Safari', 'Snout', 'Carnivore']","[0.9637703895568848, 0.9266902208328247, 0.8707018494606018, 0.8613089323043823, 0.8363603949546814, 0.8220894932746887, 0.809665858745575, 0.7798720598220825, 0.7342774271965027, 0.7229120135307312]"
87,1895013701778414035,"['Sky', 'Nature', 'Atmospheric phenomenon', 'Natural landscape', 'Water', 'Reflection', 'Morning', 'Cloud', 'Calm', 'Mist']","[0.9806393980979919, 0.9605401754379272, 0.954681932926178, 0.9398155808448792, 0.9388793110847473, 0.9303784370422363, 0.9192174673080444, 0.910545825958252, 0.8439124226570129, 0.8398699164390564]"
88,1895093889220719084,"['Mountainous landforms', 'Mountain', 'Natural landscape', 'Mountain range', 'Nature', 'Wilderness', 'Sky', 'Highland', 'Natural environment', 'Ridge']","[0.993599534034729, 0.992120623588562, 0.9740803241729736, 0.9735457897186279, 0.9639708995819092, 0.9604762196540833, 0.9508286118507385, 0.9420984983444214, 0.9141412377357483, 0.9042691588401794]"
89,1895242780109146603,"['Geology', 'Rock', 'Formation', 'Cliff dwelling', 'Soil', 'Geological phenomenon', 'Terrain', 'Landscape', 'Bedrock']","[0.8574192523956299, 0.8546872138977051, 0.8516785502433777, 0.8329881429672241, 0.7710550427436829, 0.6163091659545898, 0.5970041155815125, 0.5930580496788025, 0.5456998348236084]"
90,1895316022521609130,"['Heat', 'Flame', 'Fire', 'Sky', 'Smoke', 'Cloud', 'Darkness', 'Night', 'Event']","[0.9233574867248535, 0.8904958963394165, 0.8648515343666077, 0.862245500087738, 0.8443617820739746, 0.7676413059234619, 0.657930850982666, 0.6487753987312317, 0.6273695826530457]"
91,1895390945432617463,"['Food', 'Dish', 'Cuisine', 'Culinary art', 'Meal', 'À la carte food', 'Chef', 'Cook', 'Comfort food', 'Restaurant']","[0.9450969696044922, 0.9058300256729126, 0.8830243945121765, 0.8243179321289062, 0.8002126216888428, 0.7758626937866211, 0.770656168460846, 0.7538236379623413, 0.7505161762237549, 0.7174524068832397]"
92,1895481779511367417,"['People', 'Wall', 'Community', 'Adaptation', 'Crowd', 'Tourism', 'Brick', 'Child', 'Historic site', 'Leisure']","[0.9414708614349365, 0.910028874874115, 0.8316273093223572, 0.7725779414176941, 0.7145777344703674, 0.6085109710693359, 0.6078866124153137, 0.5733055472373962, 0.5628833770751953, 0.5618612170219421]"
93,1895572051865336719,"['Beak', 'Bird', 'Close-up', 'Wildlife', 'Galliformes', 'Plant', 'Photography']","[0.8998681306838989, 0.8912100791931152, 0.7332175970077515, 0.7285952568054199, 0.6639848351478577, 0.6463999152183533, 0.6242249608039856]"
94,1895765510805810642,"['Underwater', 'Marine biology', 'California sea lion', 'Water', 'Fur seal', 'Marine mammal', 'Seal', 'Organism', 'Fish', 'Wildlife']","[0.962703287601471, 0.9398510456085205, 0.9375452995300293, 0.9100271463394165, 0.9043602347373962, 0.9033034443855286, 0.8356276154518127, 0.8243920803070068, 0.6761063933372498, 0.5761504173278809]"
95,1895843844928623047,"['Sky', 'Landmark', 'Reflection', 'City', 'Town', 'Architecture', 'Cloud', 'Waterway', 'Lighting', 'Evening']","[0.9676715731620789, 0.9643006920814514, 0.9139267206192017, 0.911672055721283, 0.8981533050537109, 0.8755725622177124, 0.8610634207725525, 0.8330217003822327, 0.8325824737548828, 0.831987202167511]"
96,1896040498990510041,"['Elephants and Mammoths', 'African elephant', 'Indian elephant', 'Wildlife', 'Reflection', 'Terrestrial animal', 'Herd', 'Sky', 'Adaptation', 'Working animal']","[0.9809178709983826, 0.9614502191543579, 0.9361041188240051, 0.9172753691673279, 0.903697669506073, 0.8707018494606018, 0.7775618433952332, 0.7326111197471619, 0.6696612238883972, 0.6108180284500122]"
97,1896145857900718934,"['Event', 'Performance', 'Performing arts', 'Music', 'Performance art']","[0.8555870652198792, 0.7791406512260437, 0.6730459332466125, 0.6554656028747559, 0.6234773993492126]"
98,1896251723568121195,"['People', 'Crowd', 'Pedestrian', 'Public space', 'Public event', 'Event', 'Tree', 'Street', 'Leisure', 'Tourism']","[0.947991669178009, 0.9293318390846252, 0.8322436213493347, 0.8187202215194702, 0.800858736038208, 0.775066614151001, 0.7469744682312012, 0.7416265606880188, 0.7300888895988464, 0.7109197974205017]"
99,1896372461625320970,"['Iceberg', 'Ice', 'Sea ice', 'Polar ice cap', 'Arctic', 'Arctic ocean', 'Ocean', 'Sea', 'Atmospheric phenomenon', 'Natural environment']","[0.980445921421051, 0.9751476645469666, 0.9620134234428406, 0.9520130157470703, 0.9413146376609802, 0.9365706443786621, 0.9243059754371643, 0.8873578310012817, 0.8748210072517395, 0.8714959025382996]"
100,1896448081412791911,"['Ribbon snake', 'Smooth Greensnake', 'Reptile', 'Vine snake', 'Plains Gartersnake', 'Scaled reptile', 'Snake', 'Finger', 'Hand', 'Mouth']","[0.9642857313156128, 0.9620208144187927, 0.9504966139793396, 0.9177160263061523, 0.9032205939292908, 0.83840012550354, 0.8316426277160645, 0.8294717073440552, 0.7759860754013062, 0.7148311138153076]"
101,1896523443407568505,"['Black-and-white', 'Art', 'Rock', 'Sky', 'Design', 'Hand', 'Street art', 'Monochrome', 'Illustration', 'Visual arts']","[0.7811979055404663, 0.761177122592926, 0.7335856556892395, 0.7326111197471619, 0.7203227281570435, 0.6600293517112732, 0.6557064056396484, 0.6431529521942139, 0.6402102112770081, 0.6247862577438354]"
102,1896703540380767071,"['Restaurant', 'Plant', 'Houseplant', 'Vacation', 'Drink', 'Glass', 'Meal', 'Lunch', 'House', 'Food']","[0.6272305846214294, 0.6244105100631714, 0.6023972630500793, 0.600033700466156, 0.5936691761016846, 0.5861915946006775, 0.5631263256072998, 0.5413011312484741, 0.5369300842285156, 0.5242472290992737]"
103,1896703544315068823,"['Tent', 'Camping', 'Tarpaulin', 'Tree', 'Recreation', 'Camp', 'Leisure', 'Style', 'State park']","[0.9712479710578918, 0.9701333045959473, 0.8654928803443909, 0.6869218349456787, 0.6427465081214905, 0.6209117770195007, 0.5618612170219421, 0.5095184445381165, 0.5043171048164368]"
104,1896703544642168935,"['Blue', 'Standing', 'Jeans', 'Sitting', 'Architecture', 'Denim', 'Photography', 'Tourism', 'Vacation', 'White-collar worker']","[0.957834005355835, 0.8481004238128662, 0.8392708897590637, 0.7749217748641968, 0.7632943391799927, 0.7505350708961487, 0.7060428261756897, 0.680931568145752, 0.6369329690933228, 0.521665632724762]"
105,1896703545002947967,"['Hospital', 'Room', 'Product', 'Clinic', 'Medical', 'Service', 'Furniture', 'Health care', 'Medical equipment', 'Hospital bed']","[0.9618269801139832, 0.8864617943763733, 0.8828333020210266, 0.8580478429794312, 0.8132393956184387, 0.7901065349578857, 0.7774141430854797, 0.7764979600906372, 0.7598321437835693, 0.6823981404304504]"
106,1896703545975908110,"['Tent', 'Camping', 'Recreation', 'Hiking equipment']","[0.9400818943977356, 0.9062584042549133, 0.5942989587783813, 0.5401908755302429]"
107,1896855628425661250,"['Wildlife', 'Terrestrial animal', 'Jaguar', 'Felidae', 'Nature reserve', 'Big cats', 'Leopard', 'Carnivore', 'Adaptation', 'African leopard']","[0.97642582654953, 0.9763801693916321, 0.9644976258277893, 0.9644709825515747, 0.920540988445282, 0.8999384045600891, 0.8842474222183228, 0.8449411392211914, 0.7725779414176941, 0.7492538094520569]"
108,1897021808613665397,"['Nature', 'Natural landscape', 'Tree', 'Natural environment', 'Vegetation', 'Water', 'Forest', 'Nature reserve', 'Jungle', 'Sunlight']","[0.9802097082138062, 0.9779376983642578, 0.971416711807251, 0.9657805562019348, 0.9631281495094299, 0.9617570638656616, 0.9536087512969971, 0.935467541217804, 0.9301856160163879, 0.9227777719497681]"
109,1897097379090446596,"['Wildlife', 'Terrestrial animal', 'Vertebrate', 'Mammal', 'Lion', 'Felidae', 'Big cats', 'Grass', 'Puma', 'Carnivore']","[0.9890588521957397, 0.987030029296875, 0.9851104021072388, 0.975814163684845, 0.9660543203353882, 0.9630544185638428, 0.896974503993988, 0.8805264234542847, 0.8606711626052856, 0.8449411392211914]"
110,1897172554935974426,"['Geological phenomenon', 'Rock', 'Geology', 'Badlands', 'Water', 'Formation', 'Lava plain', 'Lava', 'Sky', 'Bedrock']","[0.9457113742828369, 0.9309261441230774, 0.9135333299636841, 0.8485513925552368, 0.8073040843009949, 0.7948316335678101, 0.7940773367881775, 0.7518244385719299, 0.7326111197471619, 0.7179211378097534]"
111,1897252683707099512,"['Urban area', 'Morning', 'Street', 'Architecture', 'Waste', 'Road surface', 'Sitting', 'Litter', 'Sidewalk', 'Bin bag']","[0.8470799326896667, 0.824027419090271, 0.7050328850746155, 0.6545118689537048, 0.6290672421455383, 0.6259853839874268, 0.6023184061050415, 0.598997175693512, 0.5738090872764587, 0.5379915237426758]"
112,1897359141552037580,"['Sky', 'Mountainous landforms', 'Mountain', 'Mountain range', 'Cloud', 'Aerial photography', 'Geological phenomenon', 'Glacier', 'Atmosphere', 'Glacial landform']","[0.9585431814193726, 0.9420614838600159, 0.9156999588012695, 0.8618954420089722, 0.8282790184020996, 0.8075650930404663, 0.7950030565261841, 0.7817895412445068, 0.7751701474189758, 0.7513779997825623]"
113,1897474590909702443,"['People', 'Human', 'Child', 'Adaptation', 'Room', 'Night', 'Photography', 'Scene', 'Art']","[0.9312721490859985, 0.7687744498252869, 0.6930635571479797, 0.6696612238883972, 0.6566392779350281, 0.6487753987312317, 0.6242249608039856, 0.5291769504547119, 0.502187192440033]"
114,1897551768317955603,"['People', 'Tribe', 'Adaptation', 'Event', 'Tradition']","[0.9735472798347473, 0.9337882995605469, 0.7408301830291748, 0.6273695826530457, 0.5583738684654236]"
115,1897626951326250659,"['Sky', 'Town', 'Night', 'Landmark', 'City', 'Human settlement', 'Light', 'Evening', 'Lighting', 'Cloud']","[0.9569038152694702, 0.9388842582702637, 0.9137441515922546, 0.8913570046424866, 0.8897932171821594, 0.883674144744873, 0.8791419267654419, 0.8528473973274231, 0.8236098289489746, 0.7676413059234619]"
116,1897701410078948351,"['Vertebrate', 'Mammal', 'Rhinoceros', 'Terrestrial animal', 'Wildlife', 'Black rhinoceros', 'Indian rhinoceros', 'Indian elephant', 'Adaptation', 'White rhinoceros']","[0.9851104021072388, 0.975814163684845, 0.9664915204048157, 0.9189470410346985, 0.9097337126731873, 0.9084466099739075, 0.8479694128036499, 0.8303137421607971, 0.8247500658035278, 0.7637955546379089]"
117,1897778917110342930,"['Tradition', 'Smile']","[0.7168402075767517, 0.5404295921325684]"
118,1897852411607956565,"['Squirrel', 'Eurasian Red Squirrel', 'Tail', 'Rodent', 'Organism', 'Wildlife', 'Fur', 'Fox squirrel', 'Fawn']","[0.988327145576477, 0.9471022486686707, 0.8840832114219666, 0.7411403059959412, 0.7151590585708618, 0.5761504173278809, 0.5478309988975525, 0.5356149077415466, 0.5301428437232971]"
119,1897927982002058950,"['Adaptation', 'Parakeet', 'Plant', 'Bird']","[0.7911608219146729, 0.6476243138313293, 0.6244105100631714, 0.5354684591293335]"
120,1898113586817734559,"['Sky', 'Mountainous landforms', 'Cloud', 'Highland', 'Mountain', 'Wilderness', 'Natural environment', 'Hill', 'Ecoregion', 'Landscape']","[0.9810846447944641, 0.9663918018341064, 0.9476794600486755, 0.9473135471343994, 0.9335086345672607, 0.8907073736190796, 0.8843857049942017, 0.8784534931182861, 0.8489897847175598, 0.8076685070991516]"
121,1898113593125946453,"['Sky', 'Mountainous landforms', 'Highland', 'Mountain', 'Cloud', 'Hill', 'Wilderness', 'Natural landscape', 'Atmospheric phenomenon', 'Atmosphere']","[0.9857621192932129, 0.9830442667007446, 0.9625342488288879, 0.9620593190193176, 0.9337144494056702, 0.9204818606376648, 0.909209668636322, 0.8855189085006714, 0.8748210072517395, 0.840421199798584]"
122,1898225006078197139,"['Herd', 'Nature', 'Natural landscape', 'Pasture', 'Wildlife', 'Natural environment', 'Grazing', 'Grassland', 'Tree', 'Sky']","[0.975179135799408, 0.9645175337791443, 0.9574499726295471, 0.9289506673812866, 0.9234272241592407, 0.8714959025382996, 0.8504981994628906, 0.8460693359375, 0.8254543542861938, 0.8220894932746887]"
123,1898305645615991396,"['Sitting', 'Veil', 'Abaya', 'Headgear', 'Outerwear', 'Black hair', 'Peach', 'Stock photography', 'Costume']","[0.8085305094718933, 0.7930338978767395, 0.7092792391777039, 0.6747809648513794, 0.6577929258346558, 0.6066192984580994, 0.5969983339309692, 0.5944116115570068, 0.5220505595207214]"
124,1898375673044292243,"['Mosquito net', 'Hammock', 'Tree', 'Bed', 'Furniture', 'Canopy bed']","[0.9588969349861145, 0.8381972908973694, 0.6869218349456787, 0.6628615260124207, 0.6473694443702698, 0.5801993012428284]"
125,1898486417987607064,"['People', 'Tradition', 'Smile']","[0.9414708614349365, 0.6604134440422058, 0.5404295921325684]"
126,1898577563124381833,"['Child', 'Leisure', 'Performance']","[0.6452686190605164, 0.5618612170219421, 0.5089532732963562]"
127,1898675488696932729,"['Climbing', 'Sport climbing', 'Adventure', 'Rock', 'Rock climbing', 'Formation', 'Free climbing', 'Recreation', 'Tree', 'Free solo climbing']","[0.9653348922729492, 0.962158203125, 0.9310147762298584, 0.8910041451454163, 0.8840913772583008, 0.8537625074386597, 0.8427339792251587, 0.7886946797370911, 0.7783679962158203, 0.7732046842575073]"
128,1898833800009220271,"['Sky', 'Nature', 'Star', 'Rock', 'Space', 'Formation', 'Atmosphere', 'Landscape', 'Geology', 'Astronomical object']","[0.9676715731620789, 0.953452467918396, 0.8314366936683655, 0.8274685740470886, 0.8123589158058167, 0.7948316335678101, 0.7751701474189758, 0.7564218044281006, 0.7554184198379517, 0.7178608775138855]"
129,1898904438496579074,"['Text', 'Yellow', 'Adaptation', 'Outerwear', 'Temple', 'Sitting', 'Guru', 'Monk', 'Art']","[0.8524878621101379, 0.8363301753997803, 0.7408301830291748, 0.693334698677063, 0.6622724533081055, 0.6250489354133606, 0.5948853492736816, 0.5528557300567627, 0.502187192440033]"
130,1898982473263224138,"['Wildlife', 'Terrestrial animal', 'Grass', 'Adaptation', 'National park', 'Felidae', 'Carnivore', 'Fawn', 'Jackal']","[0.9724690914154053, 0.8319084644317627, 0.6880232691764832, 0.6696612238883972, 0.6319591403007507, 0.617591917514801, 0.6149290204048157, 0.6113284826278687, 0.5268951654434204]"
131,1899060950855359055,"['Sky', 'Night', 'Light', 'Atmosphere', 'Lighting', 'Star', 'Astronomical object', 'Midnight', 'Space', 'Cloud']","[0.9753713011741638, 0.9625202417373657, 0.8871192336082458, 0.8249121904373169, 0.8125438094139099, 0.7512785196304321, 0.6899036169052124, 0.6438798308372498, 0.6132692098617554, 0.594909131526947]"
132,1899135791726037493,"['Flightless bird', 'Penguin', 'Polar ice cap', 'Arctic', 'Emperor penguin', 'Ice', 'Freezing', 'Natural environment', 'Iceberg', 'adÃ©lie penguin']","[0.9814167618751526, 0.9797762632369995, 0.9710978865623474, 0.9565678834915161, 0.9415367245674133, 0.9347637295722961, 0.9105538725852966, 0.9058710336685181, 0.901829183101654, 0.8898791670799255]"
133,1899211973037305835,"['Lighting', 'Interior design', 'Wall', 'Room', 'Architecture', 'Design', 'Lighting accessory', 'Furniture', 'Building', 'Table']","[0.8236098289489746, 0.8160087466239929, 0.8125073313713074, 0.7444316148757935, 0.7263345718383789, 0.7203227281570435, 0.7147239446640015, 0.6912566423416138, 0.6650701761245728, 0.6379098296165466]"
134,1899286747495261186,"['Tree', 'Headstone', 'Grass', 'Cemetery', 'Grave', 'Woody plant', 'Spring', 'Plant', 'Sky', 'Fence']","[0.9412135481834412, 0.8557610511779785, 0.8504898548126221, 0.8260668516159058, 0.8101710677146912, 0.7852702736854553, 0.7775745391845703, 0.7489486932754517, 0.7326111197471619, 0.6238359212875366]"
135,1899362253104095351,"['Formation', 'Water', 'Reflection', 'Sky', 'Natural landscape', 'Rock', 'Tree', 'Geology', 'Canyon', 'National park']","[0.9149138331413269, 0.9100271463394165, 0.9013603925704956, 0.8857545852661133, 0.8855189085006714, 0.8490089774131775, 0.7783679962158203, 0.7452479600906372, 0.6733337044715881, 0.6557947397232056]"
136,1899483052188185184,"['Bird', 'Vertebrate', 'Beak', 'Little blue heron', 'Heron', 'Great blue heron', 'Wing', 'Pelecaniformes', 'Great heron', 'Feather']","[0.9960000514984131, 0.9851104021072388, 0.9832976460456848, 0.9147900938987732, 0.8427073359489441, 0.8282203078269958, 0.7988646626472473, 0.7954685091972351, 0.7205017805099487, 0.6889761090278625]"
137,1899555876865099591,"['Vegetation', 'Leaf', 'Grass', 'Landscape', 'Plant', 'Autumn', 'Hill', 'Grassland']","[0.9037216901779175, 0.8681755661964417, 0.7619784474372864, 0.7564218044281006, 0.7405744791030884, 0.5350902080535889, 0.5224876403808594, 0.5022536516189575]"
138,1899634429745003084,"['Elephants and Mammoths', 'Terrestrial animal', 'Mammal', 'Indian elephant', 'Vertebrate', 'Wildlife', 'African elephant', 'Nature reserve', 'Herd', 'Tusk']","[0.9942594766616821, 0.9931716322898865, 0.9890478253364563, 0.9882935881614685, 0.9851104021072388, 0.9792899489402771, 0.9715908765792847, 0.8623166680335999, 0.8038236498832703, 0.7906683683395386]"
